extract_amt,roast_temp,roast_time,color,beer_type,alcohol_content
13.232202558909872,221.7277705932825,24.632102487021815,9.043869571982745,Pilsner,69.74109667626496
15.727840495586292,171.4125978952348,38.32591371356091,53.04998117616588,Pilsner,85.36870002227342
14.041450641074658,178.47339849881138,16.870721320016195,12.538751738634138,Ale,75.75759614179658
13.173247744953454,137.57808796257677,27.485609236402873,18.261186625356896,Ale,67.71217697822378
11.354821990083572,190.75645252157085,12.660818958095367,9.08498566445786,Pilsner,54.688916876128495
14.688411695999841,145.43572130047525,28.95340718910638,13.308778725326025,Ale,75.97755609675099
11.563808168940387,186.59260218144732,15.707567286155523,9.986190683540382,Pilsner,57.93433305960418
18.376595011731197,125.45171733611048,38.090645590114804,12.354725250674706,Ale,96.93365538059228
19.45494140751544,123.92036385117382,42.07968671978308,16.151258529725443,Ale,99.03008096954673
10.751622782386665,162.55446117879904,59.35457683383479,25.072427144507003,Porter,57.176582237292195
16.87587557123997,164.02292726658112,19.756933112972,4.88689843107036,Pilsner,86.8214972124956
12.933423796293567,140.21638973688084,20.360107440123194,14.00111428659795,Ale,66.22289665345198
13.520668416408984,119.73952755500349,57.37097592948826,22.062670570294998,Porter,69.82672993949937
18.883949574389916,105.88158088208456,53.23204192284092,28.31647925189567,Porter,102.0425535372455
6.065540872968304,103.78477409317242,40.80270247186094,7.199494980422806,Pilsner,28.75384858132482
6.30693949552311,140.73254350097136,52.07036183751045,12.315562760409236,Ale,26.733774278663137
5.303275961604886,169.27801632429058,20.484607236074424,15.955732431312356,Ale,24.009008483218487
17.48929768321907,208.93649219591907,53.7014411431718,29.39456085790022,Porter,98.09775962414199
16.67235126424776,171.23075510710134,53.365375483732024,31.151385667009823,Porter,90.76920674051301
18.050182223702286,235.60762291529227,22.40561242400313,24.147225351142623,Porter,95.88489533295339
19.67927513349146,105.28297068631106,35.418665712993985,3.080804675419717,Pilsner,96.28884204883731
16.987378463250856,127.09909323109515,56.48871319455022,61.53033380213879,Ale,18.144956289730434
11.922190433793977,150.77717391552142,43.95749980837426,9.267657997713341,Pilsner,64.82918112388967
16.707937644296834,186.62442820976838,43.02595526603703,20.659524861592192,Porter,92.08029275417321
6.774116388033998,227.91042368409137,37.9882300282183,19.48244961806918,Ale,34.85554689409907
14.598815319912857,152.53029279348647,23.441578234662508,0.0,Pilsner,75.7749517892089
7.150299311135696,140.19830237566302,58.920768575562946,22.527769908510393,Porter,36.67339890268162
19.17003375574376,109.28337532643437,32.37548228110914,15.84412084197395,Ale,93.31035096808988
12.827724826251075,223.1955216547156,25.572504827648192,10.370052473039095,Ale,69.2814099338908
11.219929099857854,156.94996648100184,46.42903548408886,25.658977581796307,Porter,60.78569829680017
8.968334181569404,185.73252931254015,40.38524066302338,23.48663125780593,Porter,50.792870854615906
16.61350534151325,362.59962394368745,27.11206541023063,17.573611547425116,Ale,91.52226240214917
11.842254983248228,100.23918559064418,25.189579542851867,1.4440862117560744,Pilsner,17.107045445715855
13.526509233029728,121.8175211048299,20.725334258126615,4.386445534196427,Pilsner,70.11030235527572
5.281847006545327,216.86664910290332,13.924321837012972,18.694566793553083,Ale,17.361925647259014
14.264532456138156,220.76912278117567,41.28554532596294,22.35932569305964,Porter,76.15923700517753
14.181435840836322,215.3870678549133,35.28468190718776,23.114369156291108,Porter,74.19039943791361
14.254009953121354,180.5498336564244,21.742420537642307,9.096743779850097,Pilsner,72.24213000417923
19.156221177719363,246.8285471534584,12.756226279168134,2.904184510753243,Pilsner,101.90252096803628
15.227304486552251,159.4276839992981,10.945053413188186,8.101789688237861,Pilsner,79.42292130825454
10.392618508606791,190.29155471696686,46.92479648325587,32.0579544829243,Porter,55.14262412310407
47.02387326427351,109.50535068232725,19.4126594577585,10.99443675687848,Ale,59.355983357302705
15.464467938908973,161.4786174861008,23.33218096947533,18.092287081796094,Ale,81.664295051727
5.9033820744390475,208.37501312648828,10.705609689029817,6.663834196749198,Pilsner,32.40747799381049
15.001500731685015,135.8108261156049,17.531952741608944,6.336625151328741,Pilsner,77.01573859583702
15.05956804427239,241.57413836097226,53.722285878124794,37.24617551075408,Porter,83.50383495272573
8.155738416107614,203.01750514649336,22.103041737122886,10.853038743538189,Ale,42.911127975187874
6.933894464822799,143.13630742863572,57.697909924153606,19.56568362777411,Ale,34.46687610805827
9.731425263862757,215.34983840587847,18.217341920006948,2.4924068271572946,Pilsner,48.227636498356354
10.455661564139339,112.47471577121637,22.663072932982217,11.889259311282768,Ale,56.10120366663745
13.552951556268194,246.2161633765685,53.385498423849626,35.30008635132579,Porter,78.83234514449724
11.579022701934806,107.39278886103378,31.330416934591057,0.963185167486392,Pilsner,58.831001286869146
19.825607570888394,240.01838367230775,23.391446959680295,5.879619242979432,Pilsner,102.60803431300445
6.530672161220421,137.92808166223918,44.64068813600898,25.27749528211391,Porter,33.47088785885772
8.13315134142252,213.6736161536336,12.561420199111991,12.535467290651685,Ale,42.82813747904329
7.419642768274944,100.01105491496591,54.53025882892523,16.460023897781117,Ale,40.28744759156659
